Extra_runs_ID,Match_Id,Over_Id,Ball_Id,Extra_Type_Id,Extra_Runs,Innings_No
923,392190,8,1,2,5,1
924,392190,9,3,1,4,1
925,392190,11,4,2,1,2
926,392190,14,5,2,1,1
927,392190,20,5,2,1,1
928,392191,1,6,2,1,2
929,392191,2,4,2,1,2
930,392191,2,6,2,1,2
931,392191,5,6,2,1,2
932,392191,12,1,2,5,1
933,392191,12,2,2,1,1
934,392191,12,4,2,1,1
935,392191,15,2,2,1,1
936,392191,15,7,2,1,1
937,392191,19,4,2,1,1
938,392191,20,4,2,1,1
939,392191,20,6,3,1,1
940,392193,3,3,1,1,1
941,392193,3,6,1,1,1
942,392193,4,2,1,4,1
943,392193,5,2,2,1,2
944,392193,5,7,2,1,2
945,392193,8,3,2,1,2
946,392193,8,6,2,1,1
947,392193,9,4,1,1,2
948,392193,12,1,2,1,2
949,392193,12,2,1,1,1
950,392193,12,5,1,1,1
951,392193,17,6,2,1,2
952,392193,19,3,2,1,2
953,392194,2,5,2,1,2
954,392194,4,1,1,4,2
955,392194,6,1,2,1,2
956,392194,7,1,2,5,2
957,392194,8,4,4,1,2
958,392194,13,4,1,1,2
959,392194,14,5,2,1,1
960,392194,15,5,2,1,2
961,392194,19,4,1,1,2
962,392195,1,2,1,1,1
963,392195,1,3,2,1,2
964,392195,1,3,2,1,3
965,392195,2,3,1,1,2
966,392195,5,4,2,1,2
967,392195,6,4,2,1,1
968,392195,7,1,1,1,1
969,392195,7,3,2,1,2
970,392195,8,1,2,1,2
971,392195,8,4,1,2,2
972,392195,8,6,2,1,2
973,392195,10,2,1,1,1
974,392195,11,6,1,2,2
975,392195,12,3,1,1,2
976,392195,13,3,2,1,1
977,392195,14,1,2,1,2
978,392195,14,4,2,1,2
979,392195,16,6,4,1,2
980,392195,18,3,2,1,1
981,392195,18,6,2,1,1
982,392195,19,1,2,1,1
983,392195,19,2,2,1,2
984,392195,19,6,2,2,1
985,392195,20,1,2,1,2
986,392195,20,5,1,2,2
987,392196,1,1,2,1,2
988,392196,2,3,2,1,2
989,392196,2,7,2,1,2
990,392196,3,6,1,1,2
991,392196,4,6,2,1,1
992,392196,5,1,2,5,2
993,392196,6,5,1,1,2
994,392196,10,5,3,1,2
995,392196,15,4,3,4,1
996,392196,17,1,2,1,1
997,392196,18,3,1,1,1
998,392196,18,4,1,1,2
999,392196,19,3,2,1,1
1000,392196,19,6,2,1,2
1001,392197,1,2,2,1,2
1002,392197,3,1,2,1,2
1003,392197,3,5,2,1,2
1004,392197,3,6,2,1,1
1005,392197,4,1,2,1,1
1006,392197,4,2,1,1,1
1007,392197,4,3,1,1,2
1008,392197,5,6,3,1,1
1009,392197,6,2,2,1,1
1010,392197,6,3,4,1,2
1011,392197,6,5,2,1,2
1012,392197,6,8,1,1,2
1013,392197,7,4,1,1,2
1014,392197,8,2,2,1,2
1015,392197,8,3,1,1,2
1016,392197,11,2,1,1,1
1017,392197,13,1,2,1,1
1018,392197,14,1,1,1,1
1019,392197,14,2,1,1,2
1020,392197,15,2,1,1,2
1021,392197,17,4,2,1,1
1022,392197,17,4,2,1,2
1023,392197,20,4,3,1,1
1024,392197,20,5,1,4,1
1025,392199,2,4,2,1,2
1026,392199,5,5,1,1,1
1027,392199,5,6,2,1,1
1028,392199,6,5,4,1,1
1029,392199,9,2,2,1,1
1030,392199,9,5,2,1,1
1031,392199,15,1,2,1,2
1032,392199,15,6,2,1,2
1033,392199,17,3,2,1,2
1034,392199,18,3,1,4,1
1035,392199,18,6,2,1,1
1036,392199,20,4,2,1,1
1037,392200,1,3,2,1,1
1038,392200,1,5,2,1,2
1039,392200,2,1,2,1,2
1040,392200,2,5,2,1,2
1041,392200,5,2,2,1,1
1042,392200,5,6,2,1,1
1043,392200,6,1,2,1,1
1044,392200,6,2,2,1,1
1045,392200,6,4,2,1,1
1046,392200,12,5,1,4,2
1047,392200,15,2,2,1,2
1048,392200,15,5,2,1,1
1049,392200,17,1,1,1,1
1050,392200,17,2,2,1,2
1051,392200,17,4,3,1,1
1052,392200,19,2,3,1,1
1053,392200,19,5,1,1,1
1054,392200,20,2,1,1,2
1055,392200,20,4,2,2,1
1056,392201,2,4,2,1,2
1057,392201,2,6,2,1,1
1058,392201,3,2,2,1,2
1059,392201,4,4,4,1,1
1060,392201,4,5,2,1,1
1061,392201,4,6,4,1,1
1062,392201,9,2,2,1,2
1063,392201,10,3,2,1,1
1064,392201,12,1,2,1,1
1065,392201,17,2,4,5,2
1066,392201,18,6,1,1,2
1067,392201,19,5,1,1,2
1068,392201,20,3,4,1,1
1069,392202,2,3,4,2,2
1070,392202,2,4,2,1,1
1071,392202,3,1,2,5,1
1072,392202,3,2,2,1,2
1073,392202,3,3,2,1,1
1074,392202,4,1,2,1,2
1075,392202,6,2,2,1,1
1076,392202,17,5,1,1,1
1077,392203,1,2,2,1,2
1078,392203,1,4,2,1,2
1079,392203,2,3,2,1,2
1080,392203,4,6,2,1,1
1081,392203,8,2,2,1,2
1082,392203,8,5,2,1,2
1083,392203,9,6,4,1,1
1084,392203,13,6,1,1,1
1085,392203,14,3,1,2,2
1086,392203,15,3,1,1,2
1087,392203,17,2,4,1,2
1088,392203,19,1,1,1,1
1089,392203,19,2,1,1,1
1090,392204,1,1,2,1,2
1091,392204,1,2,2,1,1
1092,392204,2,1,2,1,2
1093,392204,2,7,2,1,2
1094,392204,3,5,2,5,1
1095,392204,4,1,2,1,2
1096,392204,4,4,2,1,2
1097,392204,8,2,3,1,2
1098,392204,14,1,2,2,2
1099,392204,17,5,1,1,1
1100,392204,19,3,1,1,2
1101,392204,19,5,2,1,1
1102,392204,20,2,1,1,1
1103,392205,1,1,2,1,2
1104,392205,2,1,4,1,2
1105,392205,5,4,2,1,1
1106,392205,5,5,2,1,2
1107,392205,6,3,1,1,1
1108,392205,7,3,1,1,2
1109,392205,7,6,2,1,2
1110,392205,10,3,2,1,1
1111,392205,10,4,1,1,1
1112,392205,11,2,2,1,2
1113,392205,13,3,2,2,2
1114,392205,13,6,2,5,1
1115,392205,14,2,2,1,1
1116,392205,14,5,3,1,2
1117,392205,15,1,2,2,1
1118,392205,16,1,2,1,1
1119,392205,16,1,2,1,2
1120,392205,17,1,3,4,1
1121,392205,20,3,2,1,2
1122,392206,2,5,4,1,1
1123,392206,3,5,1,1,2
1124,392206,6,1,2,1,2
1125,392206,6,6,2,1,2
1126,392206,8,1,1,3,1
1127,392206,8,1,2,1,2
1128,392206,8,4,1,1,2
1129,392206,8,6,2,1,1
1130,392206,9,6,1,1,2
1131,392206,11,1,1,1,2
1132,392206,11,4,1,1,1
1133,392206,11,5,1,1,1
1134,392206,12,1,2,1,1
1135,392206,15,4,2,1,2
1136,392206,16,4,2,1,2
1137,392206,16,6,1,2,1
1138,392206,16,6,2,1,2
1139,392206,19,2,2,1,2
1140,392206,19,4,4,1,2
1141,392206,20,3,1,1,1
1142,392207,1,1,2,1,2
1143,392207,3,4,1,4,2
1144,392207,7,3,1,1,2
1145,392207,9,1,2,1,2
1146,392207,12,6,2,1,1
1147,392207,15,5,1,1,1
1148,392207,16,3,1,1,1
1149,392207,18,5,4,1,1
1150,392207,18,5,2,1,2
1151,392207,19,6,2,1,1
1152,392208,1,1,2,1,1
1153,392208,1,3,2,1,1
1154,392208,3,4,3,2,1
1155,392208,3,4,2,1,2
1156,392208,4,1,1,1,1
1157,392208,4,3,2,1,1
1158,392208,7,4,2,1,2
1159,392208,7,5,2,1,2
1160,392208,8,5,2,1,1
1161,392208,10,3,2,1,2
1162,392208,11,6,1,1,1
1163,392208,11,6,1,1,2
1164,392208,13,1,2,1,2
1165,392208,16,3,4,1,2
1166,392208,16,4,2,2,1
1167,392208,17,4,1,1,1
1168,392208,17,5,2,1,2
1169,392208,19,2,4,1,1
1170,392208,19,3,3,1,1
1171,392209,2,1,2,1,1
1172,392209,3,4,2,1,2
1173,392209,9,3,2,1,1
1174,392209,9,4,1,1,1
1175,392209,12,2,2,1,1
1176,392209,12,4,3,4,2
1177,392209,15,6,1,1,2
1178,392209,17,5,2,1,2
1179,392209,18,2,1,4,2
1180,392209,18,4,2,1,2
1181,392209,18,6,1,1,2
1182,392209,20,1,2,1,1
1183,392209,20,3,3,1,1
1184,392210,1,3,2,1,2
1185,392210,4,6,1,1,1
1186,392210,6,6,4,1,2
1187,392210,8,3,2,1,2
1188,392210,8,5,1,1,1
1189,392210,9,3,1,1,1
1190,392210,9,5,2,1,2
1191,392210,9,6,2,1,1
1192,392210,12,6,2,1,1
1193,392210,14,1,2,1,1
1194,392210,14,7,2,1,1
1195,392210,17,2,1,1,2
1196,392210,19,1,1,1,2
1197,392210,20,3,3,1,2
1198,392211,1,1,2,1,1
1199,392211,2,2,4,1,2
1200,392211,4,5,1,1,2
1201,392211,5,2,2,1,1
1202,392211,6,5,2,1,1
1203,392211,7,6,1,1,2
1204,392211,15,1,3,4,1
1205,392211,16,6,2,1,1
1206,392211,18,4,2,1,1
1207,392212,1,4,2,1,1
1208,392212,2,1,2,1,2
1209,392212,2,5,2,1,2
1210,392212,4,6,2,1,1
1211,392212,6,5,1,1,2
1212,392212,7,2,2,2,2
1213,392212,10,4,2,1,2
1214,392212,13,2,2,2,2
1215,392212,13,7,2,1,2
1216,392212,16,3,1,1,2
1217,392212,16,4,1,1,1
1218,392212,16,5,2,2,1
1219,392212,18,5,1,1,1
1220,392212,19,2,1,1,1
1221,392213,1,2,2,1,2
1222,392213,2,1,2,1,2
1223,392213,2,2,2,3,1
1224,392213,3,2,2,1,2
1225,392213,7,3,2,1,2
1226,392213,9,3,2,1,2
1227,392213,9,4,2,1,2
1228,392213,11,1,2,1,2
1229,392213,17,2,1,1,2
1230,392213,17,4,1,1,1
1231,392213,18,1,1,1,1
1232,392213,20,6,4,1,1
1233,392214,2,2,2,1,2
1234,392214,2,3,2,1,1
1235,392214,5,1,2,2,1
1236,392214,5,1,4,1,2
1237,392214,5,6,3,1,2
1238,392214,8,2,1,1,2
1239,392214,8,3,1,4,1
1240,392214,10,4,2,1,2
1241,392214,11,1,1,1,2
1242,392214,12,5,2,1,1
1243,392214,12,7,1,1,1
1244,392214,14,2,1,1,2
1245,392214,20,3,2,1,1
1246,392215,1,5,1,1,2
1247,392215,3,1,4,1,1
1248,392215,3,3,1,2,2
1249,392215,4,1,1,1,2
1250,392215,6,4,3,1,2
1251,392215,8,1,2,2,2
1252,392215,8,6,2,5,2
1253,392215,10,1,4,1,1
1254,392215,10,6,2,1,2
1255,392215,10,7,2,1,2
1256,392215,12,4,2,1,2
1257,392215,15,4,1,1,2
1258,392215,16,1,2,1,2
1259,392215,18,4,2,1,2
1260,392215,18,7,2,1,2
1261,392215,19,1,4,1,1
1262,392215,19,2,4,1,1
1263,392216,1,6,2,1,1
1264,392216,2,1,2,1,1
1265,392216,2,4,2,1,1
1266,392216,6,1,2,2,2
1267,392216,9,3,1,1,2
1268,392216,11,6,2,5,2
1269,392216,13,3,4,1,1
1270,392217,1,2,2,1,1
1271,392217,1,6,1,1,1
1272,392217,2,2,2,1,1
1273,392217,3,1,2,1,1
1274,392217,4,3,2,1,2
1275,392217,5,4,1,1,1
1276,392217,6,3,1,1,2
1277,392217,13,3,1,1,1
1278,392217,16,3,1,1,2
1279,392217,16,4,2,1,1
1280,392217,18,3,1,1,1
1281,392217,19,3,1,1,1
1282,392218,1,5,2,1,1
1283,392218,3,5,4,1,1
1284,392218,6,4,2,1,1
1285,392218,7,5,2,1,1
1286,392218,12,4,2,1,2
1287,392218,13,5,2,1,2
1288,392218,14,2,2,1,1
1289,392218,15,3,2,1,2
1290,392219,2,6,2,1,1
1291,392219,4,4,1,1,2
1292,392219,6,5,2,1,2
1293,392219,10,2,2,1,2
1294,392219,14,1,2,1,2
1295,392219,16,2,1,1,1
1296,392219,17,1,1,1,2
1297,392219,17,5,1,4,1
1298,392219,17,5,1,1,2
1299,392220,1,2,2,1,1
1300,392220,1,6,2,2,2
1301,392220,1,7,2,1,2
1302,392220,2,1,2,1,1
1303,392220,2,4,2,1,1
1304,392220,2,6,2,1,1
1305,392220,4,4,2,1,1
1306,392220,5,3,2,1,2
1307,392220,8,6,2,1,1
1308,392220,9,1,2,1,1
1309,392220,11,3,2,2,2
1310,392220,12,3,1,1,1
1311,392220,13,3,3,1,1
1312,392220,15,5,4,1,1
1313,392220,16,6,2,1,1
1314,392220,19,4,4,1,1
1315,392220,20,3,1,1,1
1316,392221,1,1,2,1,2
1317,392221,1,4,2,1,1
1318,392221,3,3,4,1,1
1319,392221,5,2,1,1,2
1320,392221,9,6,2,1,2
1321,392221,11,3,1,4,2
1322,392221,16,5,1,1,1
1323,392221,16,6,1,1,1
1324,392221,18,3,4,1,1
1325,392221,18,5,2,1,2
1326,392221,19,1,1,1,2
1327,392221,19,2,2,1,1
1328,392221,20,5,2,1,1
1329,392222,3,1,2,1,2
1330,392222,5,2,2,1,2
1331,392222,6,3,1,1,1
1332,392222,7,5,1,1,1
1333,392222,7,5,2,3,2
1334,392222,8,2,2,1,1
1335,392222,9,1,2,1,2
1336,392222,10,5,2,1,2
1337,392222,13,2,1,1,2
1338,392222,15,2,1,1,2
1339,392222,15,6,1,1,1
1340,392222,17,6,2,1,2
1341,392222,19,1,1,1,1
1342,392222,19,2,1,1,1
1343,392222,20,5,4,1,1
1344,392223,1,1,2,1,1
1345,392223,2,1,2,1,2
1346,392223,2,2,2,1,2
1347,392223,2,4,2,1,1
1348,392223,3,2,1,1,2
1349,392223,3,3,2,1,1
1350,392223,3,5,2,1,1
1351,392223,5,1,2,1,1
1352,392223,5,2,2,1,1
1353,392223,8,1,2,1,2
1354,392223,8,3,1,1,2
1355,392223,12,2,2,1,2
1356,392223,14,1,1,4,2
1357,392223,14,2,2,1,2
1358,392223,16,2,2,1,2
1359,392223,17,4,2,1,2
1360,392223,20,1,2,1,1
1361,392223,20,1,2,1,2
1362,392224,1,1,2,1,2
1363,392224,1,3,2,1,1
1364,392224,2,4,2,1,1
1365,392224,3,4,2,1,1
1366,392224,4,1,2,2,2
1367,392224,4,3,1,4,2
1368,392224,6,5,2,1,1
1369,392224,7,3,2,1,2
1370,392224,9,4,2,1,2
1371,392224,11,4,1,1,2
1372,392224,12,3,1,2,1
1373,392224,13,2,3,2,2
1374,392224,14,2,4,1,1
1375,392224,15,6,2,1,1
1376,392224,17,6,2,1,2
1377,392225,1,2,2,1,1
1378,392225,3,4,2,1,2
1379,392225,4,2,2,1,2
1380,392225,11,1,1,1,2
1381,392225,12,1,1,1,1
1382,392225,15,6,2,1,2
1383,392226,1,4,2,1,2
1384,392226,2,1,4,1,2
1385,392226,3,2,2,1,2
1386,392226,5,4,2,1,2
1387,392226,7,3,2,1,2
1388,392226,9,4,2,1,2
1389,392226,11,5,3,4,1
1390,392226,12,1,2,1,1
1391,392226,14,3,2,1,1
1392,392226,15,6,2,1,2
1393,392226,18,6,4,1,2
1394,392226,20,1,3,1,1
1395,392226,20,1,1,1,2
1396,392226,20,2,4,1,1
1397,392226,20,3,4,1,1
1398,392227,1,1,2,1,2
1399,392227,1,5,2,1,1
1400,392227,3,3,2,1,2
1401,392227,3,6,2,1,1
1402,392227,3,7,4,1,1
1403,392227,4,6,2,1,1
1404,392227,4,7,4,1,1
1405,392227,7,1,2,5,1
1406,392227,11,1,3,2,1
1407,392227,11,1,4,1,2
1408,392227,11,6,2,1,2
1409,392227,16,3,2,1,2
1410,392227,16,7,4,1,2
1411,392227,17,4,1,1,1
1412,392227,18,5,2,1,1
1413,392227,18,6,2,1,1
1414,392227,18,7,2,1,1
1415,392227,20,3,3,1,1
1416,392227,20,4,2,1,1
1417,392228,1,4,2,1,1
1418,392228,2,5,4,1,1
1419,392228,2,6,2,1,2
1420,392228,3,3,2,1,2
1421,392228,5,5,2,2,1
1422,392228,6,2,2,1,2
1423,392228,10,1,2,1,1
1424,392228,11,1,1,1,2
1425,392228,13,4,2,1,2
1426,392228,13,7,2,1,2
1427,392228,14,4,4,1,1
1428,392228,15,3,1,1,2
1429,392228,15,6,1,1,2
1430,392228,17,3,1,1,1
1431,392228,20,2,2,5,1
1432,392229,1,2,2,1,2
1433,392229,2,2,2,1,1
1434,392229,2,2,2,1,2
1435,392229,4,6,1,1,2
1436,392229,8,2,1,1,1
1437,392229,9,2,1,1,1
1438,392229,9,4,1,1,1
1439,392229,17,2,2,1,2
1440,392229,18,4,3,4,2
1441,392230,5,1,1,1,2
1442,392230,6,1,1,1,1
1443,392230,6,4,1,1,1
1444,392230,8,1,4,1,2
1445,392230,9,1,1,1,1
1446,392230,9,3,1,1,2
1447,392230,9,6,2,5,2
1448,392230,12,5,2,1,2
1449,392230,13,1,2,1,2
1450,392230,15,2,2,2,2
1451,392230,16,1,2,3,2
1452,392230,16,7,2,1,2
1453,392230,17,1,1,1,2
1454,392230,17,5,2,1,1
1455,392230,18,3,2,1,1
1456,392230,19,2,2,1,1
1457,392230,19,3,2,1,1
1458,392230,19,6,2,1,2
1459,392231,1,5,1,1,1
1460,392231,3,1,2,1,1
1461,392231,3,3,2,1,1
1462,392231,4,2,4,1,2
1463,392231,4,3,4,1,2
1464,392231,4,8,4,1,2
1465,392231,5,2,1,4,1
1466,392231,5,5,1,1,1
1467,392231,6,3,2,1,1
1468,392231,6,5,4,1,2
1469,392231,6,7,2,1,1
1470,392231,11,1,2,1,2
1471,392231,11,5,2,1,1
1472,392231,11,6,2,1,1
1473,392231,15,3,2,1,1
1474,392231,16,1,1,1,1
1475,392231,19,1,2,1,2
1476,392231,19,2,1,1,2
1477,392231,19,4,2,1,2
1478,392231,19,7,1,1,2
1479,392232,3,5,2,1,2
1480,392232,5,4,4,1,1
1481,392232,5,7,2,1,1
1482,392232,8,5,1,1,1
1483,392232,9,5,1,4,2
1484,392232,10,4,1,1,2
1485,392232,12,1,1,1,2
1486,392232,13,4,2,5,2
1487,392232,14,3,2,1,2
1488,392232,15,2,1,4,2
1489,392232,16,3,2,1,2
1490,392232,17,4,1,4,2
1491,392232,18,1,1,2,2
1492,392232,18,4,1,2,1
1493,392232,20,1,2,2,2
1494,392233,1,2,1,1,1
1495,392233,3,2,1,1,2
1496,392233,4,1,2,1,2
1497,392233,4,2,2,1,1
1498,392233,8,2,1,1,1
1499,392233,12,4,3,1,2
1500,392233,16,4,3,1,1
1501,392233,17,1,2,1,1
1502,392233,18,1,4,1,2
1503,392233,19,1,4,1,1
1504,392233,19,3,4,1,1
1505,392233,20,1,4,1,2
1506,392233,20,2,1,1,2
1507,392233,20,5,2,1,2
1508,392234,1,2,2,1,1
1509,392234,1,3,2,1,1
1510,392234,2,2,2,1,1
1511,392234,3,5,2,1,1
1512,392234,8,2,2,1,2
1513,392234,13,2,4,1,1
1514,392234,13,6,4,1,2
1515,392234,19,4,3,1,2
1516,392234,19,6,4,1,2
1517,392234,20,3,2,1,2
1518,392234,20,4,2,1,1
1519,392234,20,6,3,1,1
1520,392235,1,5,4,1,1
1521,392235,1,6,4,1,1
1522,392235,1,6,2,1,2
1523,392235,2,2,1,1,2
1524,392235,4,2,2,1,2
1525,392235,4,3,1,1,2
1526,392235,4,5,2,1,2
1527,392235,5,3,1,1,2
1528,392235,7,1,2,1,1
1529,392235,7,4,2,1,2
1530,392235,9,3,1,2,2
1531,392235,10,3,4,1,2
1532,392235,11,3,1,1,2
1533,392235,14,3,1,1,1
1534,392235,17,3,4,1,2
1535,392235,18,1,2,1,2
1536,392235,19,2,4,1,1
1537,392236,2,3,2,1,1
1538,392236,2,7,2,1,1
1539,392236,3,6,4,1,2
1540,392236,4,1,2,1,1
1541,392236,4,5,1,1,1
1542,392236,6,1,3,4,1
1543,392236,7,1,2,5,1
1544,392236,9,2,1,4,2
1545,392236,12,4,1,1,1
1546,392236,13,6,2,1,1
1547,392236,14,5,2,1,1
1548,392236,18,1,2,1,1
1549,392236,18,6,2,1,1
1550,392236,20,6,2,1,1
1551,392236,20,7,1,1,1
1552,392237,13,4,4,1,2
1553,392237,15,3,2,1,1
1554,392237,17,4,2,1,1
1555,392237,17,6,2,1,1
1556,392237,19,3,4,1,2
1557,392237,19,4,1,1,2
1558,392238,3,4,2,1,1
1559,392238,5,3,4,1,2
1560,392238,8,2,1,1,1
1561,392238,10,6,2,1,1
1562,392238,14,6,1,1,2
1563,392238,15,1,2,1,1
1564,392238,15,6,1,1,1
1565,392238,17,5,2,1,2
1566,392238,19,6,3,1,2
1567,392238,20,1,3,1,2
1568,392239,2,5,2,1,2
1569,392239,8,3,2,1,1
1570,392239,8,3,2,1,2
1571,392239,9,2,1,1,1
1572,392239,10,4,1,1,2
1573,392239,11,2,1,1,2
1574,392239,11,6,1,1,1
1575,392239,17,6,2,1,2
1576,392239,18,1,2,1,1
1577,392239,18,6,1,1,2
1578,392239,20,2,3,2,1
1579,392239,20,6,3,1,1
1580,392240,1,1,2,1,1
1581,392240,1,2,2,1,1
1582,392240,1,5,2,1,1
1583,392240,3,6,2,1,1
1584,392240,3,7,1,1,1
1585,392240,4,5,2,1,1
1586,392240,5,2,2,1,1
1587,392240,7,2,2,1,1
1588,392240,8,1,4,1,1
1589,392240,9,1,2,2,1
1590,392240,10,2,1,2,1
1591,392240,11,2,1,1,1
1592,392240,11,3,2,5,2
1593,392240,11,5,2,1,2
1594,392240,12,3,2,1,2
1595,392240,13,3,1,1,1
1596,392240,13,6,3,4,1
1597,392240,14,5,4,1,2
1598,392240,15,3,1,1,1
1599,392240,17,2,2,1,2
1600,392240,18,1,2,1,1
1601,392240,20,2,2,1,1
1602,392240,20,4,3,2,1
1603,392241,3,6,1,1,2
1604,392241,4,6,1,1,2
1605,392241,5,5,2,1,2
1606,392241,6,3,3,4,2
1607,392241,6,6,2,1,2
1608,392241,8,3,1,1,2
1609,392241,9,4,2,1,1
1610,392241,9,6,2,1,2
1611,392241,10,1,2,1,2
1612,392241,12,4,2,1,2
1613,392241,13,3,2,1,2
1614,392241,19,4,1,1,1
1615,392242,1,2,2,1,2
1616,392242,2,1,2,1,2
1617,392242,3,6,2,1,2
1618,392242,4,5,4,1,2
1619,392242,4,6,2,1,1
1620,392242,5,2,4,1,1
1621,392242,6,2,4,1,2
1622,392242,10,5,3,4,1
1623,392242,17,1,2,1,1
1624,392242,17,4,2,1,2
1625,392242,19,2,2,1,1
1626,392242,20,1,2,1,1
1627,392242,20,5,3,1,1
1628,392243,4,4,1,1,1
1629,392243,4,5,4,1,2
1630,392243,10,1,1,1,2
1631,392243,11,5,2,1,1
1632,392243,12,1,1,1,2
1633,392243,12,2,1,1,1
1634,392243,17,4,1,1,2
1635,392243,18,3,2,1,1
1636,392243,18,7,2,1,1
1637,392243,18,8,1,1,1
1638,392243,19,1,4,1,2
1639,392244,1,4,1,1,2
1640,392244,2,1,2,1,1
1641,392244,2,2,2,1,1
1642,392244,2,4,2,1,1
1643,392244,3,1,2,1,2
1644,392244,3,7,1,1,2
1645,392244,9,4,1,1,1
1646,392244,9,6,1,1,1
1647,392244,10,1,1,1,2
1648,392244,13,1,1,1,2
1649,392244,15,3,2,1,1
1650,392244,15,7,2,1,1
1651,392244,18,2,2,1,1
1652,392244,18,6,1,1,2
1653,392244,20,5,1,4,2
1654,419111,1,2,2,1,2
1655,419111,1,3,2,1,2
1656,419111,1,5,1,1,1
1657,419111,2,2,2,1,2
1658,419111,3,2,1,4,1
1659,419111,4,1,2,1,1
1660,419111,5,1,2,1,1
1661,419111,5,3,2,1,1
1662,419111,7,2,4,1,2
1663,419111,8,2,1,1,2
1664,419111,9,1,2,1,2
1665,419111,11,2,1,1,1
1666,419111,11,6,2,1,1
1667,419111,13,3,3,4,2
1668,419111,13,6,2,1,1
1669,419111,15,4,1,1,1
1670,419111,18,2,4,1,1
1671,419111,19,6,2,1,1
1672,419111,19,6,2,1,2
1673,419111,20,1,4,1,2
1674,419111,20,6,1,1,1
1675,419112,2,2,2,1,1
1676,419112,2,6,2,1,1
1677,419112,4,1,2,1,1
1678,419112,5,3,2,1,1
1679,419112,5,4,2,1,1
1680,419112,5,6,2,1,1
1681,419112,8,1,1,1,1
1682,419112,8,4,1,1,1
1683,419112,10,3,2,1,1
1684,419112,12,6,2,1,2
1685,419112,13,4,2,1,2
1686,419112,13,6,2,1,2
1687,419112,17,2,2,1,1
1688,419112,18,2,2,5,1
1689,419112,19,1,2,1,2
1690,419112,20,5,1,1,1
1691,419112,20,5,2,1,2
1692,419113,1,1,2,1,1
1693,419113,1,3,1,1,1
1694,419113,1,7,1,1,1
1695,419113,2,3,2,1,1
1696,419113,3,4,1,1,1
1697,419113,3,6,1,4,2
1698,419113,5,1,2,1,2
1699,419113,5,5,2,1,2
1700,419113,6,2,2,1,1
1701,419113,9,2,2,1,1
1702,419113,13,1,1,1,2
1703,419113,17,5,2,1,1
1704,419113,17,7,1,4,1
1705,419113,20,6,1,1,1
1706,419114,4,5,2,1,1
1707,419114,7,3,2,1,2
1708,419114,7,5,2,1,2
1709,419114,8,4,4,1,1
1710,419114,8,7,1,1,1
1711,419114,9,6,2,1,2
1712,419114,11,1,3,1,1
1713,419114,13,1,2,1,2
1714,419114,13,2,2,1,2
1715,419114,13,8,1,1,2
1716,419114,20,5,1,1,1
1717,419115,1,3,2,1,1
1718,419115,1,4,1,1,1
1719,419115,2,6,1,1,1
1720,419115,5,3,2,1,1
1721,419115,5,5,2,1,1
1722,419115,6,4,2,1,1
1723,419115,7,4,2,1,2
1724,419115,8,1,2,1,1
1725,419115,13,6,3,2,1
1726,419115,15,4,2,1,1
1727,419115,15,5,2,1,1
1728,419115,15,6,2,1,1
1729,419115,16,4,1,1,1
1730,419115,16,6,2,1,1
1731,419115,18,3,2,1,2
1732,419115,20,2,4,1,1
1733,419115,20,4,2,1,2
1734,419115,20,7,4,1,1
1735,419116,1,6,2,1,1
1736,419116,1,6,3,1,2
1737,419116,2,1,2,2,2
1738,419116,5,1,2,1,2
1739,419116,5,2,2,1,2
1740,419116,8,5,2,1,1
1741,419116,9,5,2,1,1
1742,419116,14,2,2,1,2
1743,419116,14,5,1,1,2
1744,419116,14,7,1,1,2
1745,419116,15,5,2,1,1
1746,419116,17,6,1,1,2
1747,419116,20,3,2,1,1
1748,419117,2,4,2,1,2
1749,419117,2,5,2,1,1
1750,419117,3,1,2,1,1
1751,419117,3,6,2,1,1
1752,419117,4,2,4,5,2
1753,419117,4,5,2,1,1
1754,419117,4,6,2,1,2
1755,419117,4,7,2,1,2
1756,419117,5,2,1,1,1
1757,419117,5,3,2,1,1
1758,419117,7,1,1,1,2
1759,419117,8,6,2,1,1
1760,419117,13,1,3,1,1
1761,419117,13,4,4,1,1
1762,419117,17,1,2,1,1
1763,419117,18,1,3,1,1
1764,419117,18,2,2,1,1
1765,419117,19,2,2,1,2
1766,419117,20,5,2,1,1
1767,419118,3,3,2,1,2
1768,419118,3,6,1,1,2
1769,419118,8,3,1,1,2
1770,419118,8,4,2,1,1
1771,419118,8,5,2,1,2
1772,419118,8,7,1,1,1
1773,419118,9,1,2,1,2
1774,419118,11,1,1,2,2
1775,419118,13,4,1,1,2
1776,419118,20,5,1,1,1
1777,419119,1,1,2,3,1
1778,419119,1,7,1,1,1
1779,419119,2,2,2,1,2
1780,419119,3,3,1,1,2
1781,419119,6,6,1,1,1
1782,419119,7,2,1,1,2
1783,419119,8,5,3,1,2
1784,419119,9,5,2,1,2
1785,419119,10,1,2,5,1
1786,419119,10,4,1,1,1
1787,419119,10,6,3,1,1
1788,419119,12,4,2,1,1
1789,419119,12,4,2,5,2
1790,419119,14,3,2,1,1
1791,419119,15,6,2,1,2
1792,419119,17,5,2,1,1
1793,419119,18,6,4,1,1
1794,419119,19,1,4,1,1
1795,419120,2,3,2,1,2
1796,419120,2,4,2,1,2
1797,419120,2,8,2,1,2
1798,419120,3,3,2,1,1
